"","DATE","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","PRCP","SNOW","SNWD","TMAX","TMIN","YEAR","MONTH","DAY","SEASON"
"30972",2007-07-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.4,0,0,69,59,2007,7,9,"JJA"
"30973",2007-07-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,62,2007,7,10,"JJA"
"30974",2007-07-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,83,64,2007,7,11,"JJA"
"30975",2007-07-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.55,0,0,72,55,2007,7,12,"JJA"
"30976",2007-07-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.11,0,0,68,50,2007,7,13,"JJA"
"30977",2007-07-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,66,46,2007,7,14,"JJA"
"30978",2007-07-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.22,0,0,68,54,2007,7,15,"JJA"
"30979",2007-07-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,48,2007,7,16,"JJA"
"30980",2007-07-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,46,2007,7,17,"JJA"
"30981",2007-07-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,0,0,73,56,2007,7,18,"JJA"
"30982",2007-07-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.17,0,0,68,59,2007,7,19,"JJA"
"30983",2007-07-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.75,0,0,68,57,2007,7,20,"JJA"
"30984",2007-07-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.27,0,0,64,53,2007,7,21,"JJA"
"30985",2007-07-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,69,48,2007,7,22,"JJA"
"30986",2007-07-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,46,2007,7,23,"JJA"
"30987",2007-07-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,73,46,2007,7,24,"JJA"
"30988",2007-07-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,54,2007,7,25,"JJA"
"30989",2007-07-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,54,2007,7,26,"JJA"
"30990",2007-07-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,54,2007,7,27,"JJA"
"30991",2007-07-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.3,0,0,79,54,2007,7,28,"JJA"
"30992",2007-07-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,69,59,2007,7,29,"JJA"
"30993",2007-07-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,56,2007,7,30,"JJA"
"30994",2007-07-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,52,2007,7,31,"JJA"
"30995",2007-08-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,57,2007,8,1,"JJA"
"30996",2007-08-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,81,57,2007,8,2,"JJA"
"30997",2007-08-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,62,2007,8,3,"JJA"
"30998",2007-08-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,84,58,2007,8,4,"JJA"
"30999",2007-08-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,76,48,2007,8,5,"JJA"
"31000",2007-08-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.33,0,0,74,54,2007,8,6,"JJA"
"31001",2007-08-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,70,58,2007,8,7,"JJA"
"31002",2007-08-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,75,58,2007,8,8,"JJA"
"31003",2007-08-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,50,2007,8,9,"JJA"
"31004",2007-08-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,71,56,2007,8,10,"JJA"
"31005",2007-08-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,56,2007,8,11,"JJA"
"31006",2007-08-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,55,2007,8,12,"JJA"
"31007",2007-08-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,58,2007,8,13,"JJA"
"31008",2007-08-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,72,49,2007,8,14,"JJA"
"31009",2007-08-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,70,51,2007,8,15,"JJA"
"31010",2007-08-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,50,2007,8,16,"JJA"
"31011",2007-08-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,0,0,78,52,2007,8,17,"JJA"
"31012",2007-08-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.13,0,0,64,46,2007,8,18,"JJA"
"31013",2007-08-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,61,45,2007,8,19,"JJA"
"31014",2007-08-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,62,38,2007,8,20,"JJA"
"31015",2007-08-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,63,39,2007,8,21,"JJA"
"31016",2007-08-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,69,44,2007,8,22,"JJA"
"31017",2007-08-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0,0,60,54,2007,8,23,"JJA"
"31018",2007-08-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0,0,70,56,2007,8,24,"JJA"
"31019",2007-08-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0,0,79,65,2007,8,25,"JJA"
"31020",2007-08-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,84,53,2007,8,26,"JJA"
"31021",2007-08-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,68,52,2007,8,27,"JJA"
"31022",2007-08-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,48,2007,8,28,"JJA"
"31023",2007-08-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,51,2007,8,29,"JJA"
"31024",2007-08-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,84,58,2007,8,30,"JJA"
"31025",2007-08-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,59,2007,8,31,"JJA"
"31026",2007-09-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,52,2007,9,1,"SON"
"31027",2007-09-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,66,39,2007,9,2,"SON"
"31028",2007-09-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,42,2007,9,3,"SON"
"31029",2007-09-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,49,2007,9,4,"SON"
"31030",2007-09-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,39,2007,9,5,"SON"
"31031",2007-09-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,70,44,2007,9,6,"SON"
"31032",2007-09-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,79,55,2007,9,7,"SON"
"31033",2007-09-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,86,61,2007,9,8,"SON"
"31034",2007-09-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,79,56,2007,9,9,"SON"
"31035",2007-09-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.1,0,0,62,58,2007,9,10,"SON"
"31036",2007-09-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,64,50,2007,9,11,"SON"
"31037",2007-09-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.34,0,0,64,49,2007,9,12,"SON"
"31038",2007-09-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,64,41,2007,9,13,"SON"
"31039",2007-09-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,65,43,2007,9,14,"SON"
"31040",2007-09-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.42,0,0,60,47,2007,9,15,"SON"
"31041",2007-09-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0,0,52,34,2007,9,16,"SON"
"31042",2007-09-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,55,32,2007,9,17,"SON"
"31043",2007-09-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,61,35,2007,9,18,"SON"
"31044",2007-09-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,37,2007,9,19,"SON"
"31045",2007-09-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,72,41,2007,9,20,"SON"
"31046",2007-09-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,47,2007,9,21,"SON"
"31047",2007-09-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,51,2007,9,22,"SON"
"31048",2007-09-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,77,45,2007,9,23,"SON"
"31049",2007-09-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,66,42,2007,9,24,"SON"
"31050",2007-09-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,41,2007,9,25,"SON"
"31051",2007-09-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.35,0,0,81,47,2007,9,26,"SON"
"31052",2007-09-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,74,61,2007,9,27,"SON"
"31053",2007-09-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.55,0,0,73,53,2007,9,28,"SON"
"31054",2007-09-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,0,62,48,2007,9,29,"SON"
"31055",2007-09-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,59,38,2007,9,30,"SON"
"31056",2007-10-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,64,40,2007,10,1,"SON"
"31057",2007-10-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,66,45,2007,10,2,"SON"
"31058",2007-10-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,63,52,2007,10,3,"SON"
"31059",2007-10-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,55,2007,10,4,"SON"
"31060",2007-10-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,39,2007,10,5,"SON"
"31061",2007-10-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,78,41,2007,10,6,"SON"
"31062",2007-10-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.15,0,0,74,51,2007,10,7,"SON"
"31063",2007-10-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.65,0,0,66,49,2007,10,8,"SON"
"31064",2007-10-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.15,0,0,62,46,2007,10,9,"SON"
"31065",2007-10-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.41,0,0,61,46,2007,10,10,"SON"
"31066",2007-10-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0,0,61,49,2007,10,11,"SON"
"31067",2007-10-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.5,0,0,61,39,2007,10,12,"SON"
"31068",2007-10-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,29,2007,10,13,"SON"
"31069",2007-10-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.27,0,0,46,33,2007,10,14,"SON"
"31070",2007-10-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,43,37,2007,10,15,"SON"
"31071",2007-10-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,53,38,2007,10,16,"SON"
"31072",2007-10-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,58,30,2007,10,17,"SON"
"31073",2007-10-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,65,34,2007,10,18,"SON"
"31074",2007-10-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,68,46,2007,10,19,"SON"
"31075",2007-10-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.6,0,0,67,51,2007,10,20,"SON"
"31076",2007-10-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,67,44,2007,10,21,"SON"
"31077",2007-10-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,71,37,2007,10,22,"SON"
"31078",2007-10-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.31,0,0,76,41,2007,10,23,"SON"
"31079",2007-10-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.32,0,0,62,39,2007,10,24,"SON"
"31080",2007-10-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,53,32,2007,10,25,"SON"
"31081",2007-10-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,57,29,2007,10,26,"SON"
"31082",2007-10-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.58,0,0,58,29,2007,10,27,"SON"
"31083",2007-10-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.68,0,0,58,29,2007,10,28,"SON"
"31084",2007-10-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,25,2007,10,29,"SON"
"31085",2007-10-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,28,2007,10,30,"SON"
"31086",2007-10-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,55,29,2007,10,31,"SON"
"31087",2007-11-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,61,31,2007,11,1,"SON"
"31088",2007-11-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,47,25,2007,11,2,"SON"
"31089",2007-11-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,52,24,2007,11,3,"SON"
"31090",2007-11-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,43,26,2007,11,4,"SON"
"31091",2007-11-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,47,30,2007,11,5,"SON"
"31092",2007-11-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.52,0,0,48,33,2007,11,6,"SON"
"31093",2007-11-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.11,0.5,0,43,28,2007,11,7,"SON"
"31094",2007-11-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,0,43,27,2007,11,8,"SON"
"31095",2007-11-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,35,18,2007,11,9,"SON"
"31096",2007-11-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,39,18,2007,11,10,"SON"
"31097",2007-11-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,39,18,2007,11,11,"SON"
"31098",2007-11-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,37,21,2007,11,12,"SON"
"31099",2007-11-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.13,0,0,41,30,2007,11,13,"SON"
"31100",2007-11-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,44,24,2007,11,14,"SON"
"31101",2007-11-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.76,0,0,54,30,2007,11,15,"SON"
"31102",2007-11-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0.3,0,34,29,2007,11,16,"SON"
"31103",2007-11-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0.3,2,29,21,2007,11,17,"SON"
"31104",2007-11-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,32,11,2007,11,18,"SON"
"31105",2007-11-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,34,9,2007,11,19,"SON"
"31106",2007-11-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.55,1.6,2,36,16,2007,11,20,"SON"
"31107",2007-11-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0,2,32,28,2007,11,21,"SON"
"31108",2007-11-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.55,0,1,34,31,2007,11,22,"SON"
"31109",2007-11-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0,1,34,15,2007,11,23,"SON"
"31110",2007-11-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,34,7,2007,11,24,"SON"
"31111",2007-11-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,34,7,2007,11,25,"SON"
"31112",2007-11-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,37,24,2007,11,26,"SON"
"31113",2007-11-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.37,0,1,35,31,2007,11,27,"SON"
"31114",2007-11-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0.8,2,34,19,2007,11,28,"SON"
"31115",2007-11-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,1,31,19,2007,11,29,"SON"
"31116",2007-11-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1,1,2,35,21,2007,11,30,"SON"
"31117",2007-12-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.11,2,4,28,6,2007,12,1,"DJF"
"31118",2007-12-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,3,11,3,2007,12,2,"DJF"
"31119",2007-12-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.65,3.9,7,26,11,2007,12,3,"DJF"
"31120",2007-12-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0.6,7,30,10,2007,12,4,"DJF"
"31121",2007-12-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,1.6,8,18,9,2007,12,5,"DJF"
"31122",2007-12-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0.2,8,19,-5,2007,12,6,"DJF"
"31123",2007-12-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0.3,9,22,4,2007,12,7,"DJF"
"31124",2007-12-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0.4,8,29,4,2007,12,8,"DJF"
"31125",2007-12-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0.1,8,30,4,2007,12,9,"DJF"
"31126",2007-12-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.11,1.6,9,21,14,2007,12,10,"DJF"
"31127",2007-12-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,8,28,21,2007,12,11,"DJF"
"31128",2007-12-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.62,2.3,9,31,25,2007,12,12,"DJF"
"31129",2007-12-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,9,30,-1,2007,12,13,"DJF"
"31130",2007-12-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.44,3.6,13,28,5,2007,12,14,"DJF"
"31131",2007-12-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0.2,12,30,-3,2007,12,15,"DJF"
"31132",2007-12-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.79,8,19,13,-1,2007,12,16,"DJF"
"31133",2007-12-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.76,6.6,24,19,5,2007,12,17,"DJF"
"31134",2007-12-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0.4,23,14,-6,2007,12,18,"DJF"
"31135",2007-12-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0.2,21,23,5,2007,12,19,"DJF"
"31136",2007-12-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.12,1.7,22,28,20,2007,12,20,"DJF"
"31137",2007-12-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,22,30,20,2007,12,21,"DJF"
"31138",2007-12-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,21,29,23,2007,12,22,"DJF"
"31139",2007-12-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,15,32,23,2007,12,23,"DJF"
"31140",2007-12-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.7,0.5,11,44,23,2007,12,24,"DJF"
"31141",2007-12-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.16,3,12,30,26,2007,12,25,"DJF"
"31142",2007-12-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,12,31,25,2007,12,26,"DJF"
"31143",2007-12-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,12,36,23,2007,12,27,"DJF"
"31144",2007-12-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.55,4.3,20,32,25,2007,12,28,"DJF"
"31145",2007-12-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.56,1.1,20,32,28,2007,12,29,"DJF"
"31146",2007-12-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,18,33,26,2007,12,30,"DJF"
"31147",2007-12-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.41,5.5,24,29,24,2007,12,31,"DJF"
"31148",2008-01-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0.6,24,29,17,2008,1,1,"DJF"
"31149",2008-01-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.31,4.8,27,27,7,2008,1,2,"DJF"
"31150",2008-01-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,26,27,-12,2008,1,3,"DJF"
"31151",2008-01-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,26,-4,-17,2008,1,4,"DJF"
"31152",2008-01-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,26,21,-17,2008,1,5,"DJF"
"31153",2008-01-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,0.5,24,28,7,2008,1,6,"DJF"
"31154",2008-01-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,0,21,36,28,2008,1,7,"DJF"
"31155",2008-01-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,18,45,34,2008,1,8,"DJF"
"31156",2008-01-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.25,0,15,59,38,2008,1,9,"DJF"
"31157",2008-01-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,13,46,29,2008,1,10,"DJF"
"31158",2008-01-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.42,0.6,13,35,24,2008,1,11,"DJF"
"31159",2008-01-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.3,0,13,35,31,2008,1,12,"DJF"
"31160",2008-01-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,13,33,17,2008,1,13,"DJF"
"31161",2008-01-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,1.3,14,35,19,2008,1,14,"DJF"
"31162",2008-01-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.16,2.6,15,29,23,2008,1,15,"DJF"
"31163",2008-01-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,15,29,8,2008,1,16,"DJF"
"31164",2008-01-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,15,25,-5,2008,1,17,"DJF"
"31165",2008-01-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.32,4.9,17,30,4,2008,1,18,"DJF"
"31166",2008-01-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0.5,17,31,4,2008,1,19,"DJF"
"31167",2008-01-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0.8,17,26,-10,2008,1,20,"DJF"
"31168",2008-01-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,17,11,-15,2008,1,21,"DJF"
"31169",2008-01-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,16,13,-12,2008,1,22,"DJF"
"31170",2008-01-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.08,1.6,18,26,-12,2008,1,23,"DJF"
"31171",2008-01-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.05,1.2,17,19,3,2008,1,24,"DJF"
"31172",2008-01-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,17,19,1,2008,1,25,"DJF"
"31173",2008-01-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,1.2,19,19,7,2008,1,26,"DJF"
"31174",2008-01-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.03,0.8,19,22,15,2008,1,27,"DJF"
"31175",2008-01-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,18,29,7,2008,1,28,"DJF"
"31176",2008-01-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,18,29,2,2008,1,29,"DJF"
"31177",2008-01-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.34,0,17,34,13,2008,1,30,"DJF"
"31178",2008-01-31,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.06,0.5,17,35,8,2008,1,31,"DJF"
"31179",2008-02-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,16,35,2,2008,2,1,"DJF"
"31180",2008-02-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.24,2.3,20,31,2,2008,2,2,"DJF"
"31181",2008-02-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,20,26,22,2008,2,3,"DJF"
"31182",2008-02-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,20,29,22,2008,2,4,"DJF"
